track 1: IDENTIFIED as 29 (REVIEW_REQUIRED, conf=0.72)
track 92: IDENTIFIED as 28 (CANDIDATE, conf=0.41)
track 93: IDENTIFIED as 10 (UNKNOWN, conf=0.45)
track 94: IDENTIFIED as 16 (CANDIDATE, conf=0.53)
track 97: IDENTIFIED as 28 (REVIEW_REQUIRED, conf=0.74)
track 98: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 99: IDENTIFIED as 30 (UNKNOWN, conf=0.43)
track 100: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 101: IDENTIFIED as 28 (REVIEW_REQUIRED, conf=0.68)
track 102: IDENTIFIED as 30 (UNKNOWN, conf=0.61)
track 103: IDENTIFIED as 30 (UNKNOWN, conf=0.43)
track 104: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 106: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 108: IDENTIFIED as 30 (UNKNOWN, conf=0.39)
track 109: IDENTIFIED as 30 (UNKNOWN, conf=0.42)
track 110: IDENTIFIED as 30 (UNKNOWN, conf=0.44)
track 111: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 112: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 114: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 116: IDENTIFIED as 10 (CANDIDATE, conf=0.46)
track 117: IDENTIFIED as 30 (UNKNOWN, conf=0.44)
track 118: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 122: IDENTIFIED as 28 (REVIEW_REQUIRED, conf=0.78)
track 125: IDENTIFIED as 02 (UNKNOWN, conf=0.62)
track 126: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 129: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 131: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 132: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 135: IDENTIFIED as 23 (UNKNOWN, conf=0.45)
track 136: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 138: IDENTIFIED as 02 (UNKNOWN, conf=0.52)
track 139: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 140: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 141: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 143: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 146: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 148: IDENTIFIED as 10 (UNKNOWN, conf=0.45)
track 149: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 150: IDENTIFIED as 30 (UNKNOWN, conf=0.40)
track 151: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 153: IDENTIFIED as 23 (UNKNOWN, conf=0.35)
track 154: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 155: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 156: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 157: IDENTIFIED as 28 (CONFIRMED, conf=0.80)
track 158: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 159: IDENTIFIED as 18 (REVIEW_REQUIRED, conf=0.73)
track 161: IDENTIFIED as 30 (UNKNOWN, conf=0.62)
track 163: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 165: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 166: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 167: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 168: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 169: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 171: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 173: IDENTIFIED as 10 (UNKNOWN, conf=0.45)
track 174: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 175: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 176: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 179: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 181: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 184: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 186: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 187: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 188: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 190: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 191: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 192: IDENTIFIED as 23 (CANDIDATE, conf=0.38)
track 193: IDENTIFIED as 28 (CANDIDATE, conf=0.66)
track 194: IDENTIFIED as 28 (CANDIDATE, conf=0.52)
track 195: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 196: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 198: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 199: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 200: IDENTIFIED as 30 (UNKNOWN, conf=0.60)
track 201: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 202: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 204: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 205: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 206: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 207: IDENTIFIED as 30 (UNKNOWN, conf=0.40)
track 209: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 210: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 217: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 218: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 219: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 220: IDENTIFIED as 30 (UNKNOWN, conf=0.36)
track 221: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 222: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 223: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 225: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 227: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 228: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 230: IDENTIFIED as 16 (LOCKED, conf=0.93)
track 231: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 233: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 234: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 236: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 237: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 238: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 240: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 241: IDENTIFIED as 30 (UNKNOWN, conf=0.44)
track 242: IDENTIFIED as 14 (UNKNOWN, conf=0.23)
track 244: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 246: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 248: NOT RECOGNIZED — face never detected (8 looks)
track 252: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 254: IDENTIFIED as 30 (UNKNOWN, conf=0.25)
track 256: IDENTIFIED as 28 (LOCKED, conf=0.86)
track 257: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 259: IDENTIFIED as 30 (UNKNOWN, conf=0.40)
track 260: IDENTIFIED as 30 (CANDIDATE, conf=0.43)
track 261: NOT RECOGNIZED — face never detected (1 looks)
track 262: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 263: IDENTIFIED as 23 (UNKNOWN, conf=0.23)
track 264: IDENTIFIED as 28 (CANDIDATE, conf=0.59)
track 265: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 268: NOT RECOGNIZED — best sim 0.38 -> 03 (threshold 0.45)
track 269: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 270: IDENTIFIED as 10 (UNKNOWN, conf=0.75)
track 271: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 273: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 274: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 275: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 276: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 278: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 280: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 281: IDENTIFIED as 30 (UNKNOWN, conf=0.50)
track 284: IDENTIFIED as 14 (UNKNOWN, conf=0.45)
track 286: IDENTIFIED as 30 (UNKNOWN, conf=0.40)
track 288: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 289: IDENTIFIED as 14 (UNKNOWN, conf=0.45)
track 290: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 292: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 296: NOT RECOGNIZED — face never detected (2 looks)
track 297: IDENTIFIED as 23 (CANDIDATE, conf=0.44)
track 298: IDENTIFIED as 19 (REVIEW_REQUIRED, conf=0.66)
track 299: IDENTIFIED as 10 (UNKNOWN, conf=0.45)
track 300: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 302: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 305: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 307: IDENTIFIED as 23 (UNKNOWN, conf=0.36)
track 308: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 310: IDENTIFIED as 23 (UNKNOWN, conf=0.45)
track 311: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 312: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 313: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 314: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 315: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 318: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 319: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 320: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 321: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 324: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 325: IDENTIFIED as 30 (UNKNOWN, conf=0.60)
track 329: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 330: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 333: IDENTIFIED as 14 (UNKNOWN, conf=0.45)
track 334: IDENTIFIED as 23 (UNKNOWN, conf=0.45)
track 335: IDENTIFIED as 19 (CANDIDATE, conf=0.50)
track 336: IDENTIFIED as 28 (REVIEW_REQUIRED, conf=0.60)
track 337: IDENTIFIED as 30 (UNKNOWN, conf=0.34)
track 338: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 340: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 341: IDENTIFIED as 23 (UNKNOWN, conf=0.45)
track 342: IDENTIFIED as 30 (UNKNOWN, conf=0.30)
track 344: IDENTIFIED as 30 (UNKNOWN, conf=0.30)
track 346: IDENTIFIED as 23 (UNKNOWN, conf=0.43)
track 348: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 349: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 350: IDENTIFIED as 30 (UNKNOWN, conf=0.43)
track 353: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 360: IDENTIFIED as 30 (UNKNOWN, conf=0.63)
track 361: IDENTIFIED as 28 (CANDIDATE, conf=0.38)
track 362: IDENTIFIED as 23 (UNKNOWN, conf=0.23)
track 363: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 366: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 369: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 370: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 371: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 372: IDENTIFIED as 28 (CANDIDATE, conf=0.40)
track 373: IDENTIFIED as 30 (UNKNOWN, conf=0.63)
track 374: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 375: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 376: IDENTIFIED as 30 (UNKNOWN, conf=0.40)
track 380: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 382: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 384: NOT RECOGNIZED — face never detected (5 looks)
track 387: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 388: NOT RECOGNIZED — face never detected (7 looks)
track 389: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 390: IDENTIFIED as 30 (UNKNOWN, conf=0.42)
track 391: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 393: NOT RECOGNIZED — face never detected (16 looks)
track 396: IDENTIFIED as 02 (UNKNOWN, conf=0.45)
track 399: IDENTIFIED as 30 (UNKNOWN, conf=0.40)
track 403: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 405: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 406: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 408: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 410: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 413: NOT RECOGNIZED — face never detected (7 looks)
track 416: IDENTIFIED as 10 (UNKNOWN, conf=0.45)
track 420: IDENTIFIED as 10 (UNKNOWN, conf=0.45)
track 421: IDENTIFIED as 10 (UNKNOWN, conf=0.45)
track 422: IDENTIFIED as 02 (UNKNOWN, conf=0.45)
track 423: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 424: IDENTIFIED as 28 (CANDIDATE, conf=0.66)
track 425: IDENTIFIED as 02 (UNKNOWN, conf=0.25)
track 426: IDENTIFIED as 28 (CANDIDATE, conf=0.46)
track 427: NOT RECOGNIZED — face never detected (5 looks)
track 428: NOT RECOGNIZED — face never detected (1 looks)
track 430: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 431: NOT RECOGNIZED — AMBIGUOUS 28 vs 29 (sim 0.50, margin 0.03)
track 433: IDENTIFIED as 18 (REVIEW_REQUIRED, conf=0.69)
track 434: IDENTIFIED as 28 (REVIEW_REQUIRED, conf=0.61)
track 435: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 436: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 439: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 440: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 441: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 442: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 444: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 445: IDENTIFIED as 28 (CANDIDATE, conf=0.75)
track 446: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 447: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 448: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 449: NOT RECOGNIZED — face never detected (1 looks)
track 450: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 451: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 452: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 454: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 456: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 457: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 458: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 459: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 460: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 461: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 462: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 465: IDENTIFIED as 30 (UNKNOWN, conf=0.36)
track 467: IDENTIFIED as 28 (CANDIDATE, conf=0.73)
track 468: IDENTIFIED as 29 (CANDIDATE, conf=0.64)
track 469: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 470: NOT RECOGNIZED — face never detected (4 looks)
track 471: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 472: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 475: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 476: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 477: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 483: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 484: IDENTIFIED as 30 (CANDIDATE, conf=0.44)
track 485: IDENTIFIED as 23 (UNKNOWN, conf=0.58)
track 486: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 487: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 489: NOT RECOGNIZED — rejected: extreme yaw x4
track 490: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 491: IDENTIFIED as 28 (CANDIDATE, conf=0.68)
track 492: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 493: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 495: IDENTIFIED as 30 (UNKNOWN, conf=0.42)
track 496: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 497: IDENTIFIED as 30 (UNKNOWN, conf=0.56)
track 498: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 499: IDENTIFIED as 30 (UNKNOWN, conf=0.57)
track 500: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 501: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 502: NOT RECOGNIZED — rejected: extreme yaw x6
track 503: IDENTIFIED as 14 (LOCKED, conf=0.93)
track 504: IDENTIFIED as 28 (CANDIDATE, conf=0.64)
track 505: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 506: IDENTIFIED as 28 (CANDIDATE, conf=0.50)
track 507: IDENTIFIED as 30 (UNKNOWN, conf=0.48)
track 508: IDENTIFIED as 30 (UNKNOWN, conf=0.23)
track 509: IDENTIFIED as 30 (CANDIDATE, conf=0.48)
track 510: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 511: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 513: IDENTIFIED as 30 (UNKNOWN, conf=0.40)
track 514: IDENTIFIED as 14 (UNKNOWN, conf=0.46)
track 515: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 516: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 517: IDENTIFIED as 30 (UNKNOWN, conf=0.57)
track 518: NOT RECOGNIZED — rejected: extreme yaw x1, bad exposure x1
track 519: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 521: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 522: IDENTIFIED as 10 (UNKNOWN, conf=0.45)
track 523: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 524: NOT RECOGNIZED — rejected: bad exposure x1
track 525: IDENTIFIED as 30 (UNKNOWN, conf=0.62)
track 527: IDENTIFIED as 28 (CANDIDATE, conf=0.79)
track 528: IDENTIFIED as 30 (UNKNOWN, conf=0.23)
track 529: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 530: NOT RECOGNIZED — rejected: extreme yaw x1
track 531: NOT RECOGNIZED — face never detected (7 looks)
track 532: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 533: IDENTIFIED as 30 (UNKNOWN, conf=0.57)
track 534: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 535: IDENTIFIED as 30 (UNKNOWN, conf=0.39)
track 536: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 538: IDENTIFIED as 28 (CONFIRMED, conf=0.84)
track 539: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 540: IDENTIFIED as 28 (REVIEW_REQUIRED, conf=0.71)
track 541: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 542: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 543: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 544: IDENTIFIED as 02 (CANDIDATE, conf=0.46)
track 546: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 547: IDENTIFIED as 28 (CANDIDATE, conf=0.57)
track 549: IDENTIFIED as 10 (UNKNOWN, conf=0.45)
track 551: IDENTIFIED as 10 (UNKNOWN, conf=0.45)
track 553: NOT RECOGNIZED — rejected: extreme yaw x3
track 554: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 555: IDENTIFIED as 23 (UNKNOWN, conf=0.45)
track 556: IDENTIFIED as 28 (CANDIDATE, conf=0.58)
track 557: IDENTIFIED as 30 (UNKNOWN, conf=0.23)
track 559: IDENTIFIED as 30 (CANDIDATE, conf=0.50)
track 561: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 562: IDENTIFIED as 10 (UNKNOWN, conf=0.45)
