track 1: IDENTIFIED as 28 (LOCKED, conf=0.92)
track 38: IDENTIFIED as 30 (UNKNOWN, conf=0.61)
track 40: IDENTIFIED as 28 (LOCKED, conf=0.89)
track 42: NOT RECOGNIZED — best sim 0.38 -> 18 (threshold 0.45)
track 43: IDENTIFIED as 28 (CANDIDATE, conf=0.39)
track 45: IDENTIFIED as 30 (UNKNOWN, conf=0.34)
track 46: NOT RECOGNIZED — face never detected (2 looks)
track 49: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 50: IDENTIFIED as 28 (CANDIDATE, conf=0.55)
track 51: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 52: IDENTIFIED as 30 (UNKNOWN, conf=0.61)
track 53: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 54: IDENTIFIED as 30 (UNKNOWN, conf=0.61)
track 57: NOT RECOGNIZED — face never detected (13 looks)
track 58: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 59: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 60: IDENTIFIED as 28 (REVIEW_REQUIRED, conf=0.76)
track 61: IDENTIFIED as 30 (UNKNOWN, conf=0.60)
track 62: IDENTIFIED as 28 (CANDIDATE, conf=0.77)
track 63: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 64: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 65: IDENTIFIED as 30 (UNKNOWN, conf=0.54)
track 66: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 67: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 68: IDENTIFIED as 30 (UNKNOWN, conf=0.55)
track 69: IDENTIFIED as 30 (UNKNOWN, conf=0.62)
track 70: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 71: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 72: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 73: IDENTIFIED as 30 (UNKNOWN, conf=0.62)
track 76: IDENTIFIED as 30 (UNKNOWN, conf=0.62)
track 77: IDENTIFIED as 30 (UNKNOWN, conf=0.63)
track 78: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 79: IDENTIFIED as 30 (UNKNOWN, conf=0.61)
track 81: IDENTIFIED as 30 (CANDIDATE, conf=0.41)
track 82: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 83: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 84: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 85: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 87: IDENTIFIED as 30 (UNKNOWN, conf=0.55)
track 88: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 89: IDENTIFIED as 28 (CANDIDATE, conf=0.63)
track 91: IDENTIFIED as 30 (UNKNOWN, conf=0.55)
track 92: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 99: IDENTIFIED as 30 (UNKNOWN, conf=0.56)
track 101: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 103: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 104: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 105: IDENTIFIED as 30 (UNKNOWN, conf=0.62)
track 106: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 108: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 113: IDENTIFIED as 30 (UNKNOWN, conf=0.61)
track 114: IDENTIFIED as 28 (CANDIDATE, conf=0.63)
track 115: IDENTIFIED as 30 (UNKNOWN, conf=0.58)
track 116: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 118: IDENTIFIED as 30 (CANDIDATE, conf=0.68)
track 119: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 121: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 122: IDENTIFIED as 30 (UNKNOWN, conf=0.60)
track 123: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 125: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 128: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 129: IDENTIFIED as 30 (UNKNOWN, conf=0.61)
track 130: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 131: IDENTIFIED as 30 (CANDIDATE, conf=0.54)
track 135: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 136: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 138: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 139: NOT RECOGNIZED — face never detected (2 looks)
track 140: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 141: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 142: IDENTIFIED as 28 (CANDIDATE, conf=0.48)
track 143: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 144: NOT RECOGNIZED — face never detected (16 looks)
track 145: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 146: NOT RECOGNIZED — face never detected (10 looks)
track 147: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 149: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 150: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 151: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 152: IDENTIFIED as 30 (UNKNOWN, conf=0.40)
track 153: IDENTIFIED as 30 (UNKNOWN, conf=0.61)
track 154: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 155: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 156: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 157: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 158: IDENTIFIED as 23 (UNKNOWN, conf=0.23)
track 159: IDENTIFIED as 30 (UNKNOWN, conf=0.34)
track 160: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 161: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 162: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 165: IDENTIFIED as 30 (UNKNOWN, conf=0.61)
track 166: NOT RECOGNIZED — face never detected (10 looks)
track 168: IDENTIFIED as 28 (CANDIDATE, conf=0.67)
track 169: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 170: IDENTIFIED as 23 (UNKNOWN, conf=0.30)
track 171: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 172: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 173: IDENTIFIED as 30 (UNKNOWN, conf=0.60)
track 175: IDENTIFIED as 30 (UNKNOWN, conf=0.61)
track 176: IDENTIFIED as 30 (UNKNOWN, conf=0.61)
track 177: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 178: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 179: IDENTIFIED as 30 (UNKNOWN, conf=0.41)
track 180: IDENTIFIED as 30 (CANDIDATE, conf=0.49)
track 181: IDENTIFIED as 30 (CANDIDATE, conf=0.54)
track 185: NOT RECOGNIZED — face never detected (4 looks)
track 186: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 188: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 189: IDENTIFIED as 28 (CANDIDATE, conf=0.69)
track 191: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 192: NOT RECOGNIZED — face never detected (10 looks)
track 195: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 196: NOT RECOGNIZED — face never detected (10 looks)
track 197: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 200: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 201: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 202: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 203: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 204: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 205: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 206: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 207: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 211: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 213: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 215: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 216: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 217: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 218: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 219: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 220: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 223: IDENTIFIED as 28 (CANDIDATE, conf=0.69)
track 224: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 225: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 226: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 227: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 229: IDENTIFIED as 18 (REVIEW_REQUIRED, conf=0.71)
track 230: IDENTIFIED as 30 (UNKNOWN, conf=0.58)
track 232: IDENTIFIED as 30 (UNKNOWN, conf=0.41)
track 234: IDENTIFIED as 30 (UNKNOWN, conf=0.44)
track 235: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 236: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 237: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 238: IDENTIFIED as 30 (UNKNOWN, conf=0.62)
track 239: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 240: IDENTIFIED as 30 (UNKNOWN, conf=0.44)
track 241: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 242: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 243: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 244: IDENTIFIED as 28 (CANDIDATE, conf=0.55)
track 245: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 247: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 248: IDENTIFIED as 28 (CANDIDATE, conf=0.72)
track 249: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 250: IDENTIFIED as 23 (UNKNOWN, conf=0.45)
track 251: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 253: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 254: IDENTIFIED as 30 (UNKNOWN, conf=0.40)
track 255: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 256: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 257: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 259: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 262: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 263: IDENTIFIED as 30 (UNKNOWN, conf=0.60)
track 264: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 265: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 266: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 267: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 268: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 269: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 270: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 271: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 274: IDENTIFIED as 30 (UNKNOWN, conf=0.61)
track 275: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 276: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 277: NOT RECOGNIZED — face never detected (4 looks)
track 278: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 279: IDENTIFIED as 30 (UNKNOWN, conf=0.56)
track 280: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 281: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 282: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 283: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 286: IDENTIFIED as 28 (CANDIDATE, conf=0.48)
track 287: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 288: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 289: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 290: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 291: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 292: IDENTIFIED as 18 (CANDIDATE, conf=0.54)
track 294: IDENTIFIED as 23 (CANDIDATE, conf=0.75)
track 295: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 298: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 300: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 301: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 304: IDENTIFIED as 28 (REVIEW_REQUIRED, conf=0.87)
track 305: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 306: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 307: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 308: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 309: IDENTIFIED as 30 (UNKNOWN, conf=0.60)
track 310: NOT RECOGNIZED — rejected: extreme yaw x1
track 314: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 315: IDENTIFIED as 28 (CANDIDATE, conf=0.68)
track 316: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 317: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 318: IDENTIFIED as 30 (UNKNOWN, conf=0.30)
track 321: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 322: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 323: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 324: NOT RECOGNIZED — face never detected (10 looks)
track 326: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 327: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 329: IDENTIFIED as 26 (CANDIDATE, conf=0.48)
track 330: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 331: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 332: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 333: NOT RECOGNIZED — face never detected (34 looks)
track 334: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 335: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 336: IDENTIFIED as 30 (UNKNOWN, conf=0.67)
track 337: IDENTIFIED as 30 (UNKNOWN, conf=0.64)
track 338: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 339: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 341: IDENTIFIED as 28 (CANDIDATE, conf=0.65)
track 342: IDENTIFIED as 30 (UNKNOWN, conf=0.56)
track 343: NOT RECOGNIZED — face never detected (141 looks)
track 344: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 346: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 347: IDENTIFIED as 30 (CANDIDATE, conf=0.56)
track 351: IDENTIFIED as 30 (CANDIDATE, conf=0.56)
track 352: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 353: IDENTIFIED as 30 (UNKNOWN, conf=0.67)
track 354: IDENTIFIED as 30 (UNKNOWN, conf=0.59)
track 355: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 356: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 357: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 358: IDENTIFIED as 30 (UNKNOWN, conf=0.58)
track 359: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 360: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 361: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 362: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 363: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 364: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 365: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 366: IDENTIFIED as 30 (UNKNOWN, conf=0.58)
track 367: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 368: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 370: IDENTIFIED as 30 (UNKNOWN, conf=0.40)
track 373: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 374: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 375: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 376: IDENTIFIED as 30 (UNKNOWN, conf=0.38)
track 377: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 378: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 379: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 380: IDENTIFIED as 30 (UNKNOWN, conf=0.63)
track 382: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 383: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 384: NOT RECOGNIZED — face never detected (10 looks)
track 385: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 386: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 387: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 389: IDENTIFIED as 28 (CANDIDATE, conf=0.54)
track 391: NOT RECOGNIZED — best sim 0.27 -> 13 (threshold 0.45)
track 392: IDENTIFIED as 10 (UNKNOWN, conf=0.45)
track 393: NOT RECOGNIZED — best sim 0.31 -> 29 (threshold 0.45)
track 394: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 395: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 397: IDENTIFIED as 30 (UNKNOWN, conf=0.40)
track 398: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 402: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 403: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 404: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 405: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 406: IDENTIFIED as 30 (UNKNOWN, conf=0.43)
track 407: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 408: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 409: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 411: IDENTIFIED as 30 (UNKNOWN, conf=0.61)
track 412: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 413: IDENTIFIED as 30 (UNKNOWN, conf=0.60)
track 415: IDENTIFIED as 28 (REVIEW_REQUIRED, conf=0.54)
track 416: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 417: IDENTIFIED as 30 (UNKNOWN, conf=0.64)
track 418: IDENTIFIED as 28 (CANDIDATE, conf=0.58)
track 422: IDENTIFIED as 30 (UNKNOWN, conf=0.23)
track 423: IDENTIFIED as 30 (UNKNOWN, conf=0.59)
track 424: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 426: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 428: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 429: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 433: IDENTIFIED as 23 (UNKNOWN, conf=0.23)
track 434: IDENTIFIED as 30 (UNKNOWN, conf=0.59)
track 435: IDENTIFIED as 30 (CANDIDATE, conf=0.55)
track 436: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 439: IDENTIFIED as 28 (CANDIDATE, conf=0.56)
track 440: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 441: IDENTIFIED as 02 (UNKNOWN, conf=0.57)
track 442: IDENTIFIED as 30 (UNKNOWN, conf=0.23)
track 447: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 450: IDENTIFIED as 30 (UNKNOWN, conf=0.43)
track 451: IDENTIFIED as 28 (CANDIDATE, conf=0.59)
track 452: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 453: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 454: IDENTIFIED as 02 (UNKNOWN, conf=0.60)
track 455: IDENTIFIED as 14 (UNKNOWN, conf=0.45)
track 456: IDENTIFIED as 30 (UNKNOWN, conf=0.60)
track 457: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 459: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 460: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 461: IDENTIFIED as 30 (UNKNOWN, conf=0.59)
track 463: IDENTIFIED as 28 (CANDIDATE, conf=0.61)
track 464: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 465: IDENTIFIED as 28 (CANDIDATE, conf=0.52)
track 466: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 467: IDENTIFIED as 14 (UNKNOWN, conf=0.45)
track 468: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 470: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 472: NOT RECOGNIZED — face never detected (1 looks)
track 474: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 475: IDENTIFIED as 14 (UNKNOWN, conf=0.45)
track 476: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 479: IDENTIFIED as 30 (CANDIDATE, conf=0.56)
track 481: IDENTIFIED as 30 (UNKNOWN, conf=0.59)
track 482: IDENTIFIED as 16 (UNKNOWN, conf=0.60)
track 483: IDENTIFIED as 30 (UNKNOWN, conf=0.59)
track 484: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 485: IDENTIFIED as 14 (UNKNOWN, conf=0.45)
track 486: IDENTIFIED as 30 (CANDIDATE, conf=0.63)
track 487: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 488: IDENTIFIED as 16 (UNKNOWN, conf=0.45)
track 489: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 490: IDENTIFIED as 30 (UNKNOWN, conf=0.59)
track 492: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 493: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 495: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 497: IDENTIFIED as 30 (UNKNOWN, conf=0.30)
track 498: IDENTIFIED as 10 (UNKNOWN, conf=0.45)
track 499: IDENTIFIED as 30 (UNKNOWN, conf=0.30)
track 500: IDENTIFIED as 30 (UNKNOWN, conf=0.30)
track 502: IDENTIFIED as 30 (UNKNOWN, conf=0.59)
track 503: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 504: IDENTIFIED as 28 (CANDIDATE, conf=0.50)
track 506: IDENTIFIED as 10 (UNKNOWN, conf=0.45)
