track 1: IDENTIFIED as 15 (REVIEW_REQUIRED, conf=0.72)
track 129: IDENTIFIED as 03 (UNKNOWN, conf=0.45)
track 142: IDENTIFIED as 03 (UNKNOWN, conf=0.27)
track 146: IDENTIFIED as 03 (UNKNOWN, conf=0.45)
track 148: IDENTIFIED as 03 (UNKNOWN, conf=0.45)
track 150: IDENTIFIED as 03 (UNKNOWN, conf=0.45)
track 153: IDENTIFIED as 03 (UNKNOWN, conf=0.45)
track 158: IDENTIFIED as 03 (UNKNOWN, conf=0.27)
track 160: IDENTIFIED as 05 (UNKNOWN, conf=0.45)
track 163: IDENTIFIED as 03 (UNKNOWN, conf=0.45)
track 168: IDENTIFIED as 03 (UNKNOWN, conf=0.27)
track 170: IDENTIFIED as 03 (UNKNOWN, conf=0.45)
track 173: IDENTIFIED as 03 (UNKNOWN, conf=0.45)
track 176: IDENTIFIED as 03 (UNKNOWN, conf=0.57)
track 178: IDENTIFIED as 03 (UNKNOWN, conf=0.41)
track 184: IDENTIFIED as 03 (UNKNOWN, conf=0.45)
track 185: IDENTIFIED as 03 (UNKNOWN, conf=0.27)
track 187: IDENTIFIED as 05 (UNKNOWN, conf=0.34)
track 192: IDENTIFIED as 19 (UNKNOWN, conf=0.45)
track 197: IDENTIFIED as 03 (UNKNOWN, conf=0.45)
track 199: IDENTIFIED as 03 (UNKNOWN, conf=0.45)
track 207: IDENTIFIED as 03 (UNKNOWN, conf=0.45)
track 213: IDENTIFIED as 03 (UNKNOWN, conf=0.23)
track 216: IDENTIFIED as 03 (UNKNOWN, conf=0.45)
track 219: IDENTIFIED as 03 (UNKNOWN, conf=0.40)
track 220: IDENTIFIED as 04 (UNKNOWN, conf=0.45)
track 228: IDENTIFIED as 05 (UNKNOWN, conf=0.45)
track 230: IDENTIFIED as 05 (UNKNOWN, conf=0.45)
track 232: IDENTIFIED as 03 (UNKNOWN, conf=0.45)
track 250: IDENTIFIED as 04 (UNKNOWN, conf=0.45)
track 257: IDENTIFIED as 03 (UNKNOWN, conf=0.59)
track 268: IDENTIFIED as 04 (UNKNOWN, conf=0.23)
track 273: IDENTIFIED as 03 (UNKNOWN, conf=0.40)
track 274: IDENTIFIED as 03 (UNKNOWN, conf=0.45)
track 277: IDENTIFIED as 03 (UNKNOWN, conf=0.45)
track 278: IDENTIFIED as 04 (UNKNOWN, conf=0.45)
track 287: IDENTIFIED as 03 (UNKNOWN, conf=0.45)
track 293: IDENTIFIED as 03 (UNKNOWN, conf=0.45)
track 295: IDENTIFIED as 04 (UNKNOWN, conf=0.45)
track 297: IDENTIFIED as 03 (UNKNOWN, conf=0.45)
track 298: IDENTIFIED as 05 (UNKNOWN, conf=0.45)
track 299: IDENTIFIED as 03 (UNKNOWN, conf=0.45)
track 300: IDENTIFIED as 03 (UNKNOWN, conf=0.45)
track 302: IDENTIFIED as 03 (UNKNOWN, conf=0.45)
track 305: IDENTIFIED as 03 (UNKNOWN, conf=0.45)
track 308: IDENTIFIED as 03 (UNKNOWN, conf=0.45)
track 312: IDENTIFIED as 03 (UNKNOWN, conf=0.45)
track 313: IDENTIFIED as 05 (UNKNOWN, conf=0.45)
track 316: IDENTIFIED as 03 (UNKNOWN, conf=0.45)
track 326: IDENTIFIED as 03 (UNKNOWN, conf=0.45)
track 340: IDENTIFIED as 04 (UNKNOWN, conf=0.45)
track 347: IDENTIFIED as 03 (UNKNOWN, conf=0.45)
track 354: IDENTIFIED as 28 (CANDIDATE, conf=0.64)
track 357: IDENTIFIED as 28 (CONFIRMED, conf=0.79)
track 361: IDENTIFIED as 03 (UNKNOWN, conf=0.55)
track 362: IDENTIFIED as 04 (UNKNOWN, conf=0.45)
track 363: IDENTIFIED as 03 (UNKNOWN, conf=0.45)
track 365: IDENTIFIED as 03 (UNKNOWN, conf=0.45)
track 366: IDENTIFIED as 05 (UNKNOWN, conf=0.45)
track 370: IDENTIFIED as 05 (UNKNOWN, conf=0.45)
track 375: IDENTIFIED as 03 (UNKNOWN, conf=0.36)
track 376: IDENTIFIED as 04 (UNKNOWN, conf=0.45)
track 377: IDENTIFIED as 03 (UNKNOWN, conf=0.36)
track 385: IDENTIFIED as 08 (CANDIDATE, conf=0.37)
track 387: IDENTIFIED as 03 (UNKNOWN, conf=0.45)
track 389: IDENTIFIED as 28 (REVIEW_REQUIRED, conf=0.75)
track 396: IDENTIFIED as 03 (UNKNOWN, conf=0.45)
track 397: IDENTIFIED as 05 (UNKNOWN, conf=0.45)
track 399: IDENTIFIED as 03 (UNKNOWN, conf=0.45)
track 400: IDENTIFIED as 03 (UNKNOWN, conf=0.36)
track 403: IDENTIFIED as 05 (UNKNOWN, conf=0.45)
track 405: IDENTIFIED as 04 (UNKNOWN, conf=0.45)
track 406: IDENTIFIED as 03 (UNKNOWN, conf=0.45)
track 409: NOT RECOGNIZED — best sim 0.30 -> 05 (threshold 0.45)
track 410: IDENTIFIED as 28 (CANDIDATE, conf=0.61)
track 413: IDENTIFIED as 03 (UNKNOWN, conf=0.45)
track 426: IDENTIFIED as 03 (UNKNOWN, conf=0.45)
track 427: IDENTIFIED as 28 (CANDIDATE, conf=0.57)
track 431: IDENTIFIED as 04 (UNKNOWN, conf=0.45)
track 432: IDENTIFIED as 03 (UNKNOWN, conf=0.45)
track 433: IDENTIFIED as 03 (UNKNOWN, conf=0.45)
track 434: IDENTIFIED as 03 (UNKNOWN, conf=0.45)
track 435: IDENTIFIED as 03 (UNKNOWN, conf=0.45)
track 439: IDENTIFIED as 03 (UNKNOWN, conf=0.23)
track 444: IDENTIFIED as 04 (UNKNOWN, conf=0.45)
track 445: NOT RECOGNIZED — face never detected (1 looks)
track 459: IDENTIFIED as 05 (UNKNOWN, conf=0.45)
track 465: IDENTIFIED as 05 (UNKNOWN, conf=0.45)
track 470: IDENTIFIED as 04 (UNKNOWN, conf=0.23)
track 481: IDENTIFIED as 04 (UNKNOWN, conf=0.45)
track 488: IDENTIFIED as 04 (UNKNOWN, conf=0.23)
track 489: IDENTIFIED as 05 (UNKNOWN, conf=0.45)
track 490: IDENTIFIED as 28 (CONFIRMED, conf=0.75)
track 494: IDENTIFIED as 03 (UNKNOWN, conf=0.45)
track 496: IDENTIFIED as 05 (UNKNOWN, conf=0.45)
track 497: IDENTIFIED as 04 (UNKNOWN, conf=0.23)
track 500: NOT RECOGNIZED — best sim 0.33 -> 28 (threshold 0.45)
track 502: IDENTIFIED as 03 (UNKNOWN, conf=0.36)
track 503: NOT RECOGNIZED — best sim 0.33 -> 26 (threshold 0.45)
track 504: IDENTIFIED as 03 (UNKNOWN, conf=0.45)
track 507: IDENTIFIED as 04 (UNKNOWN, conf=0.45)
track 509: IDENTIFIED as 04 (UNKNOWN, conf=0.45)
track 511: IDENTIFIED as 03 (UNKNOWN, conf=0.45)
track 512: IDENTIFIED as 05 (UNKNOWN, conf=0.45)
track 514: IDENTIFIED as 03 (UNKNOWN, conf=0.45)
track 518: IDENTIFIED as 03 (UNKNOWN, conf=0.45)
track 526: IDENTIFIED as 05 (UNKNOWN, conf=0.45)
track 531: IDENTIFIED as 04 (UNKNOWN, conf=0.45)
track 533: IDENTIFIED as 03 (CANDIDATE, conf=0.43)
track 537: IDENTIFIED as 05 (UNKNOWN, conf=0.32)
track 538: IDENTIFIED as 03 (UNKNOWN, conf=0.45)
track 541: IDENTIFIED as 03 (UNKNOWN, conf=0.38)
track 542: IDENTIFIED as 03 (UNKNOWN, conf=0.45)
track 543: IDENTIFIED as 05 (UNKNOWN, conf=0.45)
track 544: IDENTIFIED as 03 (UNKNOWN, conf=0.23)
track 546: IDENTIFIED as 03 (UNKNOWN, conf=0.45)
track 551: IDENTIFIED as 03 (UNKNOWN, conf=0.45)
track 553: IDENTIFIED as 28 (LOCKED, conf=0.95)
track 554: IDENTIFIED as 04 (UNKNOWN, conf=0.45)
track 557: IDENTIFIED as 04 (UNKNOWN, conf=0.36)
track 563: IDENTIFIED as 03 (UNKNOWN, conf=0.45)
track 568: NOT RECOGNIZED — best sim 0.40 -> 28 (threshold 0.45)
track 574: IDENTIFIED as 03 (UNKNOWN, conf=0.36)
track 576: IDENTIFIED as 04 (UNKNOWN, conf=0.45)
track 577: IDENTIFIED as 28 (CANDIDATE, conf=0.73)
track 579: IDENTIFIED as 04 (UNKNOWN, conf=0.45)
track 580: NOT RECOGNIZED — best sim 0.40 -> 11 (threshold 0.45)
track 581: IDENTIFIED as 03 (UNKNOWN, conf=0.45)
track 582: IDENTIFIED as 04 (UNKNOWN, conf=0.45)
track 584: IDENTIFIED as 03 (UNKNOWN, conf=0.45)
track 587: IDENTIFIED as 03 (UNKNOWN, conf=0.45)
track 590: NOT RECOGNIZED — best sim 0.21 -> 04 (threshold 0.45)
track 599: IDENTIFIED as 28 (CANDIDATE, conf=0.58)
track 601: IDENTIFIED as 04 (UNKNOWN, conf=0.45)
track 603: IDENTIFIED as 03 (UNKNOWN, conf=0.45)
track 608: IDENTIFIED as 03 (UNKNOWN, conf=0.45)
track 612: IDENTIFIED as 03 (UNKNOWN, conf=0.45)
track 626: IDENTIFIED as 03 (UNKNOWN, conf=0.45)
track 630: IDENTIFIED as 28 (CONFIRMED, conf=0.80)
track 632: IDENTIFIED as 03 (UNKNOWN, conf=0.45)
track 633: IDENTIFIED as 04 (UNKNOWN, conf=0.45)
track 634: IDENTIFIED as 03 (UNKNOWN, conf=0.55)
track 641: IDENTIFIED as 03 (UNKNOWN, conf=0.45)
track 643: IDENTIFIED as 03 (UNKNOWN, conf=0.40)
track 645: IDENTIFIED as 03 (UNKNOWN, conf=0.45)
track 652: IDENTIFIED as 28 (CANDIDATE, conf=0.65)
track 656: IDENTIFIED as 03 (UNKNOWN, conf=0.45)
track 660: IDENTIFIED as 03 (UNKNOWN, conf=0.45)
track 664: NOT RECOGNIZED — face never detected (20 looks)
track 666: NOT RECOGNIZED — face never detected (1 looks)
track 669: IDENTIFIED as 03 (UNKNOWN, conf=0.45)
track 671: IDENTIFIED as 28 (CANDIDATE, conf=0.59)
track 676: IDENTIFIED as 28 (CANDIDATE, conf=0.71)
track 683: IDENTIFIED as 04 (UNKNOWN, conf=0.30)
track 685: IDENTIFIED as 03 (UNKNOWN, conf=0.45)
track 688: IDENTIFIED as 03 (UNKNOWN, conf=0.45)
track 690: IDENTIFIED as 04 (UNKNOWN, conf=0.45)
track 691: IDENTIFIED as 03 (UNKNOWN, conf=0.45)
track 700: NOT RECOGNIZED — face never detected (7 looks)
track 701: IDENTIFIED as 03 (UNKNOWN, conf=0.45)
track 702: IDENTIFIED as 03 (UNKNOWN, conf=0.55)
track 710: NOT RECOGNIZED — best sim 0.25 -> 15 (threshold 0.45)
track 712: IDENTIFIED as 03 (UNKNOWN, conf=0.45)
track 714: NOT RECOGNIZED — face never detected (24 looks)
track 717: IDENTIFIED as 03 (UNKNOWN, conf=0.45)
track 724: IDENTIFIED as 28 (UNKNOWN, conf=0.45)
track 726: NOT RECOGNIZED — face never detected (3 looks)
track 727: IDENTIFIED as 05 (UNKNOWN, conf=0.45)
track 745: IDENTIFIED as 04 (UNKNOWN, conf=0.45)
track 759: NOT RECOGNIZED — face never detected (14 looks)
track 760: NOT RECOGNIZED — face never detected (15 looks)
track 762: NOT RECOGNIZED — face never detected (1 looks)
track 766: NOT RECOGNIZED — face never detected (10 looks)
track 769: IDENTIFIED as 28 (CONFIRMED, conf=0.80)
track 770: IDENTIFIED as 28 (CANDIDATE, conf=0.58)
track 774: IDENTIFIED as 03 (UNKNOWN, conf=0.34)
track 775: IDENTIFIED as 28 (UNKNOWN, conf=0.37)
track 783: IDENTIFIED as 03 (UNKNOWN, conf=0.58)
track 786: IDENTIFIED as 03 (UNKNOWN, conf=0.39)
track 793: IDENTIFIED as 28 (UNKNOWN, conf=0.45)
track 800: IDENTIFIED as 04 (UNKNOWN, conf=0.45)
track 801: IDENTIFIED as 28 (UNKNOWN, conf=0.23)
track 803: IDENTIFIED as 03 (UNKNOWN, conf=0.45)
track 804: IDENTIFIED as 04 (UNKNOWN, conf=0.45)
track 809: IDENTIFIED as 28 (CANDIDATE, conf=0.68)
track 815: IDENTIFIED as 04 (UNKNOWN, conf=0.45)
track 819: IDENTIFIED as 04 (UNKNOWN, conf=0.45)
track 820: IDENTIFIED as 04 (UNKNOWN, conf=0.45)
track 823: IDENTIFIED as 28 (CANDIDATE, conf=0.61)
track 824: IDENTIFIED as 04 (UNKNOWN, conf=0.45)
track 826: IDENTIFIED as 04 (UNKNOWN, conf=0.34)
track 831: IDENTIFIED as 04 (UNKNOWN, conf=0.45)
track 834: IDENTIFIED as 04 (UNKNOWN, conf=0.45)
track 835: IDENTIFIED as 28 (CANDIDATE, conf=0.55)
track 836: IDENTIFIED as 04 (UNKNOWN, conf=0.45)
track 839: IDENTIFIED as 04 (UNKNOWN, conf=0.45)
track 844: IDENTIFIED as 04 (UNKNOWN, conf=0.45)
track 845: IDENTIFIED as 28 (CANDIDATE, conf=0.65)
track 848: IDENTIFIED as 04 (UNKNOWN, conf=0.45)
track 850: IDENTIFIED as 04 (UNKNOWN, conf=0.45)
track 853: IDENTIFIED as 04 (UNKNOWN, conf=0.45)
track 856: IDENTIFIED as 03 (UNKNOWN, conf=0.23)
track 858: IDENTIFIED as 03 (UNKNOWN, conf=0.45)
track 861: IDENTIFIED as 03 (UNKNOWN, conf=0.45)
track 867: IDENTIFIED as 03 (UNKNOWN, conf=0.45)
track 871: IDENTIFIED as 04 (UNKNOWN, conf=0.32)
track 874: IDENTIFIED as 04 (UNKNOWN, conf=0.45)
track 875: IDENTIFIED as 03 (UNKNOWN, conf=0.60)
track 877: IDENTIFIED as 03 (UNKNOWN, conf=0.45)
track 879: IDENTIFIED as 03 (UNKNOWN, conf=0.34)
track 880: IDENTIFIED as 04 (UNKNOWN, conf=0.45)
track 881: IDENTIFIED as 04 (UNKNOWN, conf=0.45)
track 886: IDENTIFIED as 04 (UNKNOWN, conf=0.45)
track 893: IDENTIFIED as 04 (UNKNOWN, conf=0.34)
track 896: IDENTIFIED as 04 (UNKNOWN, conf=0.45)
track 898: NOT RECOGNIZED — face never detected (10 looks)
track 901: IDENTIFIED as 03 (UNKNOWN, conf=0.45)
track 904: IDENTIFIED as 04 (UNKNOWN, conf=0.23)
track 905: IDENTIFIED as 03 (UNKNOWN, conf=0.45)
track 907: IDENTIFIED as 03 (UNKNOWN, conf=0.30)
track 908: IDENTIFIED as 03 (UNKNOWN, conf=0.36)
track 909: IDENTIFIED as 04 (UNKNOWN, conf=0.45)
track 910: IDENTIFIED as 04 (UNKNOWN, conf=0.45)
track 913: IDENTIFIED as 03 (UNKNOWN, conf=0.45)
track 914: IDENTIFIED as 05 (UNKNOWN, conf=0.26)
track 915: IDENTIFIED as 03 (UNKNOWN, conf=0.34)
track 917: IDENTIFIED as 04 (UNKNOWN, conf=0.49)
track 920: IDENTIFIED as 04 (UNKNOWN, conf=0.45)
track 921: IDENTIFIED as 04 (CANDIDATE, conf=0.50)
track 922: IDENTIFIED as 04 (UNKNOWN, conf=0.23)
track 928: IDENTIFIED as 04 (UNKNOWN, conf=0.30)
track 931: IDENTIFIED as 03 (UNKNOWN, conf=0.45)
track 932: IDENTIFIED as 04 (UNKNOWN, conf=0.45)
track 933: IDENTIFIED as 03 (UNKNOWN, conf=0.23)
track 936: IDENTIFIED as 04 (UNKNOWN, conf=0.45)
track 937: IDENTIFIED as 04 (UNKNOWN, conf=0.45)
track 938: NOT RECOGNIZED — face never detected (1 looks)
track 939: NOT RECOGNIZED — face never detected (10 looks)
track 940: IDENTIFIED as 03 (UNKNOWN, conf=0.39)
track 942: IDENTIFIED as 03 (UNKNOWN, conf=0.65)
track 944: IDENTIFIED as 03 (UNKNOWN, conf=0.45)
track 948: NOT RECOGNIZED — best sim 0.25 -> 14 (threshold 0.45)
track 949: IDENTIFIED as 03 (UNKNOWN, conf=0.45)
track 950: IDENTIFIED as 04 (UNKNOWN, conf=0.45)
track 961: NOT RECOGNIZED — face never detected (5 looks)
track 962: IDENTIFIED as 03 (UNKNOWN, conf=0.45)
track 963: IDENTIFIED as 28 (CANDIDATE, conf=0.60)
track 964: IDENTIFIED as 03 (CANDIDATE, conf=0.43)
track 966: IDENTIFIED as 04 (UNKNOWN, conf=0.45)
track 970: IDENTIFIED as 03 (UNKNOWN, conf=0.45)
track 980: NOT RECOGNIZED — face never detected (7 looks)
