track 1: IDENTIFIED as 16 (LOCKED, conf=0.96)
track 64: IDENTIFIED as 16 (UNKNOWN, conf=0.45)
track 65: IDENTIFIED as 06 (UNKNOWN, conf=0.23)
track 66: IDENTIFIED as 23 (UNKNOWN, conf=0.48)
track 67: IDENTIFIED as 16 (UNKNOWN, conf=0.45)
track 69: IDENTIFIED as 16 (UNKNOWN, conf=0.57)
track 70: IDENTIFIED as 18 (CANDIDATE, conf=0.42)
track 71: IDENTIFIED as 16 (UNKNOWN, conf=0.45)
track 72: IDENTIFIED as 18 (CONFIRMED, conf=0.87)
track 76: IDENTIFIED as 16 (UNKNOWN, conf=0.45)
track 78: IDENTIFIED as 23 (UNKNOWN, conf=0.45)
track 79: IDENTIFIED as 23 (UNKNOWN, conf=0.45)
track 80: NOT RECOGNIZED — face never detected (7 looks)
track 83: IDENTIFIED as 23 (UNKNOWN, conf=0.23)
track 85: IDENTIFIED as 16 (UNKNOWN, conf=0.45)
track 88: IDENTIFIED as 23 (UNKNOWN, conf=0.45)
track 89: IDENTIFIED as 06 (UNKNOWN, conf=0.45)
track 91: IDENTIFIED as 23 (UNKNOWN, conf=0.45)
track 98: IDENTIFIED as 16 (UNKNOWN, conf=0.45)
track 101: IDENTIFIED as 21 (UNKNOWN, conf=0.45)
track 102: IDENTIFIED as 23 (UNKNOWN, conf=0.45)
track 109: NOT RECOGNIZED — face never detected (1 looks)
track 111: IDENTIFIED as 18 (CANDIDATE, conf=0.60)
track 112: IDENTIFIED as 16 (UNKNOWN, conf=0.45)
track 113: IDENTIFIED as 06 (UNKNOWN, conf=0.38)
track 118: NOT RECOGNIZED — face never detected (1 looks)
track 119: IDENTIFIED as 16 (UNKNOWN, conf=0.30)
track 120: IDENTIFIED as 21 (UNKNOWN, conf=0.38)
track 121: IDENTIFIED as 16 (UNKNOWN, conf=0.45)
track 122: IDENTIFIED as 21 (UNKNOWN, conf=0.39)
track 123: IDENTIFIED as 16 (UNKNOWN, conf=0.45)
track 126: IDENTIFIED as 23 (UNKNOWN, conf=0.45)
track 128: IDENTIFIED as 06 (UNKNOWN, conf=0.45)
track 129: IDENTIFIED as 16 (UNKNOWN, conf=0.36)
track 131: IDENTIFIED as 16 (UNKNOWN, conf=0.28)
track 132: IDENTIFIED as 16 (UNKNOWN, conf=0.45)
track 133: IDENTIFIED as 16 (UNKNOWN, conf=0.45)
track 134: IDENTIFIED as 16 (UNKNOWN, conf=0.30)
track 136: IDENTIFIED as 06 (UNKNOWN, conf=0.45)
track 137: IDENTIFIED as 21 (UNKNOWN, conf=0.45)
track 138: IDENTIFIED as 07 (CANDIDATE, conf=0.53)
track 140: IDENTIFIED as 06 (UNKNOWN, conf=0.33)
track 141: IDENTIFIED as 16 (UNKNOWN, conf=0.45)
track 142: IDENTIFIED as 16 (UNKNOWN, conf=0.45)
track 143: IDENTIFIED as 06 (CONFIRMED, conf=0.79)
track 148: IDENTIFIED as 06 (UNKNOWN, conf=0.56)
track 149: IDENTIFIED as 06 (UNKNOWN, conf=0.37)
track 151: IDENTIFIED as 02 (LOCKED, conf=0.98)
track 152: IDENTIFIED as 23 (UNKNOWN, conf=0.45)
track 159: IDENTIFIED as 23 (UNKNOWN, conf=0.29)
track 160: IDENTIFIED as 02 (LOCKED, conf=0.96)
track 163: IDENTIFIED as 06 (UNKNOWN, conf=0.49)
track 165: IDENTIFIED as 06 (UNKNOWN, conf=0.19)
track 166: IDENTIFIED as 06 (UNKNOWN, conf=0.45)
track 167: IDENTIFIED as 14 (UNKNOWN, conf=0.45)
track 168: IDENTIFIED as 14 (UNKNOWN, conf=0.44)
track 170: IDENTIFIED as 06 (CANDIDATE, conf=0.46)
track 173: IDENTIFIED as 16 (UNKNOWN, conf=0.45)
track 174: IDENTIFIED as 16 (UNKNOWN, conf=0.45)
track 175: IDENTIFIED as 23 (UNKNOWN, conf=0.28)
track 176: IDENTIFIED as 06 (UNKNOWN, conf=0.27)
track 184: IDENTIFIED as 23 (UNKNOWN, conf=0.45)
track 186: NOT RECOGNIZED — face never detected (4 looks)
track 191: IDENTIFIED as 23 (UNKNOWN, conf=0.45)
track 192: IDENTIFIED as 16 (UNKNOWN, conf=0.21)
track 201: IDENTIFIED as 02 (CANDIDATE, conf=0.76)
track 206: NOT RECOGNIZED — face never detected (10 looks)
track 209: IDENTIFIED as 02 (CONFIRMED, conf=0.69)
track 211: IDENTIFIED as 14 (UNKNOWN, conf=0.44)
track 212: IDENTIFIED as 06 (UNKNOWN, conf=0.45)
track 214: IDENTIFIED as 23 (UNKNOWN, conf=0.45)
track 215: IDENTIFIED as 23 (UNKNOWN, conf=0.45)
track 218: IDENTIFIED as 06 (UNKNOWN, conf=0.42)
track 220: IDENTIFIED as 16 (UNKNOWN, conf=0.45)
track 222: IDENTIFIED as 14 (CANDIDATE, conf=0.36)
track 225: IDENTIFIED as 16 (UNKNOWN, conf=0.34)
track 226: IDENTIFIED as 06 (UNKNOWN, conf=0.40)
track 228: IDENTIFIED as 18 (CONFIRMED, conf=0.58)
track 229: IDENTIFIED as 06 (UNKNOWN, conf=0.39)
track 230: IDENTIFIED as 16 (UNKNOWN, conf=0.45)
track 231: IDENTIFIED as 23 (UNKNOWN, conf=0.45)
track 232: IDENTIFIED as 06 (UNKNOWN, conf=0.27)
track 234: IDENTIFIED as 23 (UNKNOWN, conf=0.45)
track 237: IDENTIFIED as 23 (UNKNOWN, conf=0.23)
track 238: IDENTIFIED as 14 (CANDIDATE, conf=0.44)
track 240: IDENTIFIED as 06 (UNKNOWN, conf=0.36)
track 243: IDENTIFIED as 06 (UNKNOWN, conf=0.29)
track 245: IDENTIFIED as 16 (UNKNOWN, conf=0.45)
track 246: IDENTIFIED as 23 (UNKNOWN, conf=0.44)
track 248: IDENTIFIED as 23 (UNKNOWN, conf=0.45)
track 249: IDENTIFIED as 16 (CANDIDATE, conf=0.74)
track 251: IDENTIFIED as 16 (CANDIDATE, conf=0.72)
track 252: IDENTIFIED as 16 (UNKNOWN, conf=0.45)
track 253: IDENTIFIED as 23 (UNKNOWN, conf=0.45)
track 254: IDENTIFIED as 23 (UNKNOWN, conf=0.41)
track 256: IDENTIFIED as 16 (CONFIRMED, conf=0.87)
track 257: IDENTIFIED as 14 (UNKNOWN, conf=0.45)
track 260: IDENTIFIED as 06 (UNKNOWN, conf=0.45)
track 261: NOT RECOGNIZED — face never detected (21 looks)
track 264: IDENTIFIED as 21 (UNKNOWN, conf=0.45)
track 265: IDENTIFIED as 23 (UNKNOWN, conf=0.45)
track 267: IDENTIFIED as 23 (UNKNOWN, conf=0.45)
track 268: NOT RECOGNIZED — best sim 0.12 -> 13 (threshold 0.45)
track 269: IDENTIFIED as 23 (UNKNOWN, conf=0.45)
track 271: IDENTIFIED as 16 (UNKNOWN, conf=0.45)
track 276: IDENTIFIED as 23 (UNKNOWN, conf=0.45)
track 277: IDENTIFIED as 06 (UNKNOWN, conf=0.40)
track 280: IDENTIFIED as 16 (CANDIDATE, conf=0.67)
track 283: IDENTIFIED as 23 (UNKNOWN, conf=0.45)
track 289: IDENTIFIED as 23 (UNKNOWN, conf=0.45)
track 290: IDENTIFIED as 06 (UNKNOWN, conf=0.45)
track 291: IDENTIFIED as 06 (UNKNOWN, conf=0.28)
track 292: IDENTIFIED as 23 (UNKNOWN, conf=0.45)
track 293: IDENTIFIED as 06 (UNKNOWN, conf=0.45)
track 294: IDENTIFIED as 23 (UNKNOWN, conf=0.45)
track 295: IDENTIFIED as 16 (UNKNOWN, conf=0.45)
track 296: IDENTIFIED as 23 (UNKNOWN, conf=0.40)
track 298: IDENTIFIED as 06 (UNKNOWN, conf=0.35)
track 300: IDENTIFIED as 23 (UNKNOWN, conf=0.32)
track 303: IDENTIFIED as 06 (CANDIDATE, conf=0.47)
track 305: IDENTIFIED as 23 (UNKNOWN, conf=0.45)
track 307: IDENTIFIED as 23 (UNKNOWN, conf=0.45)
track 310: IDENTIFIED as 06 (UNKNOWN, conf=0.23)
track 313: IDENTIFIED as 14 (UNKNOWN, conf=0.48)
track 317: IDENTIFIED as 23 (UNKNOWN, conf=0.45)
track 319: IDENTIFIED as 23 (UNKNOWN, conf=0.45)
track 320: IDENTIFIED as 23 (UNKNOWN, conf=0.21)
track 325: IDENTIFIED as 16 (UNKNOWN, conf=0.40)
track 327: IDENTIFIED as 23 (UNKNOWN, conf=0.23)
track 328: IDENTIFIED as 16 (UNKNOWN, conf=0.45)
track 329: IDENTIFIED as 06 (UNKNOWN, conf=0.45)
track 330: IDENTIFIED as 23 (UNKNOWN, conf=0.45)
track 332: IDENTIFIED as 06 (UNKNOWN, conf=0.45)
track 333: IDENTIFIED as 23 (UNKNOWN, conf=0.45)
track 336: IDENTIFIED as 23 (UNKNOWN, conf=0.45)
track 337: IDENTIFIED as 10 (CANDIDATE, conf=0.74)
track 338: NOT RECOGNIZED — best sim 0.18 -> 10 (threshold 0.45)
track 340: IDENTIFIED as 23 (UNKNOWN, conf=0.45)
track 341: IDENTIFIED as 23 (UNKNOWN, conf=0.45)
track 343: IDENTIFIED as 23 (UNKNOWN, conf=0.45)
track 351: IDENTIFIED as 06 (UNKNOWN, conf=0.33)
track 353: IDENTIFIED as 06 (UNKNOWN, conf=0.59)
track 356: IDENTIFIED as 21 (UNKNOWN, conf=0.40)
track 358: IDENTIFIED as 16 (UNKNOWN, conf=0.32)
track 360: IDENTIFIED as 23 (UNKNOWN, conf=0.45)
track 362: IDENTIFIED as 16 (UNKNOWN, conf=0.45)
track 363: IDENTIFIED as 16 (UNKNOWN, conf=0.36)
track 364: IDENTIFIED as 23 (UNKNOWN, conf=0.40)
track 365: IDENTIFIED as 06 (UNKNOWN, conf=0.45)
track 366: IDENTIFIED as 06 (UNKNOWN, conf=0.40)
track 367: IDENTIFIED as 06 (UNKNOWN, conf=0.40)
track 368: IDENTIFIED as 23 (UNKNOWN, conf=0.54)
track 370: IDENTIFIED as 16 (UNKNOWN, conf=0.45)
track 373: IDENTIFIED as 06 (UNKNOWN, conf=0.22)
track 375: IDENTIFIED as 16 (UNKNOWN, conf=0.45)
track 378: IDENTIFIED as 16 (UNKNOWN, conf=0.45)
track 379: IDENTIFIED as 23 (UNKNOWN, conf=0.36)
track 380: IDENTIFIED as 23 (UNKNOWN, conf=0.45)
track 381: IDENTIFIED as 06 (UNKNOWN, conf=0.36)
track 384: IDENTIFIED as 23 (UNKNOWN, conf=0.45)
track 385: IDENTIFIED as 06 (UNKNOWN, conf=0.51)
track 388: IDENTIFIED as 06 (CONFIRMED, conf=0.83)
track 390: IDENTIFIED as 06 (UNKNOWN, conf=0.44)
track 391: IDENTIFIED as 23 (UNKNOWN, conf=0.45)
track 392: IDENTIFIED as 16 (UNKNOWN, conf=0.26)
track 393: IDENTIFIED as 23 (UNKNOWN, conf=0.45)
track 394: IDENTIFIED as 23 (UNKNOWN, conf=0.45)
track 395: IDENTIFIED as 23 (UNKNOWN, conf=0.38)
track 397: IDENTIFIED as 06 (UNKNOWN, conf=0.58)
track 398: IDENTIFIED as 16 (UNKNOWN, conf=0.34)
track 403: IDENTIFIED as 16 (UNKNOWN, conf=0.45)
track 404: IDENTIFIED as 16 (UNKNOWN, conf=0.45)
track 413: IDENTIFIED as 23 (UNKNOWN, conf=0.45)
track 416: IDENTIFIED as 23 (UNKNOWN, conf=0.45)
track 417: IDENTIFIED as 23 (UNKNOWN, conf=0.23)
track 418: IDENTIFIED as 16 (UNKNOWN, conf=0.45)
track 420: IDENTIFIED as 23 (UNKNOWN, conf=0.36)
track 423: IDENTIFIED as 23 (UNKNOWN, conf=0.51)
track 425: IDENTIFIED as 06 (CANDIDATE, conf=0.79)
track 431: IDENTIFIED as 06 (UNKNOWN, conf=0.45)
track 432: IDENTIFIED as 21 (UNKNOWN, conf=0.45)
track 433: IDENTIFIED as 16 (UNKNOWN, conf=0.45)
track 437: IDENTIFIED as 06 (UNKNOWN, conf=0.45)
track 438: IDENTIFIED as 06 (UNKNOWN, conf=0.36)
track 439: IDENTIFIED as 06 (UNKNOWN, conf=0.40)
track 440: IDENTIFIED as 06 (CONFIRMED, conf=0.87)
track 442: IDENTIFIED as 14 (UNKNOWN, conf=0.45)
track 443: IDENTIFIED as 06 (UNKNOWN, conf=0.30)
track 448: IDENTIFIED as 06 (UNKNOWN, conf=0.27)
track 454: IDENTIFIED as 06 (UNKNOWN, conf=0.45)
track 459: IDENTIFIED as 23 (UNKNOWN, conf=0.45)
track 461: IDENTIFIED as 06 (UNKNOWN, conf=0.45)
track 462: IDENTIFIED as 16 (UNKNOWN, conf=0.18)
track 463: IDENTIFIED as 16 (UNKNOWN, conf=0.45)
track 465: IDENTIFIED as 14 (UNKNOWN, conf=0.38)
track 469: IDENTIFIED as 05 (CONFIRMED, conf=0.79)
track 473: IDENTIFIED as 14 (UNKNOWN, conf=0.48)
track 477: IDENTIFIED as 16 (UNKNOWN, conf=0.45)
track 478: IDENTIFIED as 23 (UNKNOWN, conf=0.45)
track 481: IDENTIFIED as 06 (UNKNOWN, conf=0.23)
track 482: IDENTIFIED as 06 (UNKNOWN, conf=0.45)
track 487: IDENTIFIED as 23 (UNKNOWN, conf=0.45)
track 489: IDENTIFIED as 23 (UNKNOWN, conf=0.45)
track 490: IDENTIFIED as 23 (UNKNOWN, conf=0.45)
track 493: IDENTIFIED as 06 (UNKNOWN, conf=0.45)
track 494: IDENTIFIED as 23 (UNKNOWN, conf=0.45)
track 496: IDENTIFIED as 16 (UNKNOWN, conf=0.23)
track 501: IDENTIFIED as 23 (UNKNOWN, conf=0.45)
track 504: IDENTIFIED as 23 (UNKNOWN, conf=0.45)
track 505: IDENTIFIED as 01 (CANDIDATE, conf=0.52)
track 506: NOT RECOGNIZED — face never detected (6 looks)
track 507: IDENTIFIED as 10 (CANDIDATE, conf=0.54)
track 508: IDENTIFIED as 06 (UNKNOWN, conf=0.45)
track 509: IDENTIFIED as 23 (UNKNOWN, conf=0.45)
track 516: IDENTIFIED as 16 (UNKNOWN, conf=0.45)
track 518: IDENTIFIED as 23 (UNKNOWN, conf=0.45)
